,DATE,afghanistan,afrique du sud,algérie,allemagne,angola,arabie,argentine,australie,autriche,belgique,birmanie,bolivie,bosnieherzégovine,brésil,bulgarie,cambodge,canada,chili,chine,colombie,corée,costa rica,côte d’ivoire,croatie,cuba,danemark,égypte,émirats arabes unis,équateur,espagne,étatsunis,éthiopie,finlande,france,grèce,guatemala,haïti,honduras,hongrie,inde,indonésie,irak,iran,irlande,islande,israël,italie,jamaïque,japon,jordanie,kosovo,koweït,laos,liban,libye,maroc,mexique,monaco,nicaragua,nigéria,norvège,nouvellezélande,ouganda,pakistan,panama,palestine,paraguay,paysbas,pérou,philippines,pologne,portugal,qatar,congo,tchécoslovaquie,roumanie,royaumeuni,russie,salvador,rwanda,sénégal,serbie,singapour,slovaquie,somalie,soudan,sri lanka,suède,suisse,syrie,tadjikistan,taïwan,thaïlande,timororiental,tunisie,turquie,ukraine,uruguay,venezuela,vietnam,yémen,république tchèque,yougoslavie,urss,NbEditions
384,03/1944,0,0,7,151,0,3,58,33,17,27,60,10,1,21,30,0,1272,15,93,45,1,0,0,3,13,3,0,0,1,23,4,0,84,381,20,2,3,0,66,29,0,4,8,82,0,2,143,7,51,0,0,0,0,1,4,9,26,1,3,0,9,10,2,0,4,17,8,16,12,12,84,7,0,6,8,73,16,195,1,0,0,6,5,2,0,1,0,20,33,7,0,0,1,0,16,40,24,9,4,0,0,0,22,3,27
385,04/1944,0,0,2,125,0,11,20,79,22,33,80,1,0,19,6,0,1122,8,95,19,0,0,0,2,15,23,0,0,2,22,5,0,38,300,28,1,6,1,24,35,0,0,4,7,4,5,114,3,42,0,0,0,0,1,2,5,33,2,1,0,17,16,1,0,1,24,2,2,1,5,109,11,0,2,25,50,45,123,23,6,0,5,2,0,0,0,0,21,52,5,0,0,0,0,5,15,12,2,2,0,0,0,30,3,25
386,05/1944,1,0,1,104,0,0,9,48,6,61,49,3,0,11,14,1,1265,6,84,35,0,0,0,7,21,15,0,0,2,32,0,0,12,309,18,2,3,0,7,27,0,0,4,24,6,3,99,1,35,1,0,0,0,3,0,7,18,13,1,0,29,14,0,0,4,4,1,8,2,7,52,19,0,2,9,28,32,159,4,1,0,3,4,2,1,2,0,17,43,3,0,0,0,0,3,12,0,5,2,0,0,0,28,2,27
387,06/1944,0,0,3,105,0,9,22,47,5,28,50,1,0,11,7,0,1246,20,85,42,0,0,0,2,14,9,0,0,0,22,3,0,50,494,14,1,17,0,7,18,0,1,7,13,18,1,117,2,37,0,0,0,0,0,1,4,31,9,4,0,5,19,0,0,1,5,3,4,2,17,26,13,0,5,3,14,26,96,1,0,2,0,0,1,0,0,0,13,31,0,0,0,0,0,5,2,2,1,8,0,0,0,13,0,26
388,07/1944,0,0,4,116,0,1,15,21,14,20,26,0,0,4,5,0,1109,5,94,36,3,0,0,1,19,4,0,0,0,22,0,0,16,468,6,4,9,2,8,26,0,0,1,8,0,2,102,3,41,0,0,0,0,5,0,6,18,18,2,0,4,9,3,0,1,0,0,7,4,13,97,5,0,6,6,7,19,77,2,0,1,4,0,0,0,4,0,10,83,1,0,0,0,0,2,21,0,0,3,0,0,0,26,0,26
389,08/1944,0,0,1,117,0,0,19,32,10,27,32,2,0,18,58,0,1205,14,50,68,0,0,0,0,20,9,0,0,1,16,6,0,26,563,16,1,13,1,50,34,0,3,3,7,7,0,110,4,55,0,0,0,0,0,0,5,21,16,2,0,7,10,6,0,3,2,2,9,6,13,60,0,0,0,7,79,46,59,3,0,0,4,0,7,0,0,0,22,106,1,0,0,3,0,2,28,6,3,7,0,0,0,28,6,27
390,09/1944,0,0,2,222,0,4,30,40,9,94,36,2,0,15,56,0,1132,2,91,50,1,0,0,1,20,12,0,0,0,7,2,0,76,483,47,0,14,2,51,20,0,1,9,5,2,2,118,1,88,1,0,0,0,0,1,2,30,16,0,1,29,7,2,1,6,8,0,21,6,27,79,7,0,1,16,51,52,148,2,0,0,3,1,12,0,1,0,29,55,4,0,0,0,0,2,9,7,18,2,0,0,0,42,0,26
391,10/1944,0,0,5,94,0,0,16,49,8,40,24,1,0,39,24,1,1135,5,60,36,0,0,0,5,8,7,0,0,0,38,5,0,15,410,70,2,18,4,61,27,0,1,3,13,2,2,74,8,49,0,0,0,0,0,0,9,84,16,1,0,10,8,2,0,4,5,0,4,6,95,50,12,0,3,12,17,19,175,1,0,1,3,1,2,0,0,0,9,16,2,0,1,0,0,1,6,2,2,5,0,0,0,42,0,26
392,11/1944,0,0,0,83,0,0,6,20,9,66,22,1,0,20,5,0,1378,16,70,45,0,0,0,0,28,3,0,0,9,17,2,0,4,363,21,0,22,0,25,22,1,0,5,11,1,5,79,4,53,0,0,0,0,2,0,2,41,0,1,0,10,3,17,0,4,34,0,13,1,34,88,6,0,4,13,4,25,104,1,0,0,3,6,6,0,2,0,8,79,3,0,0,1,0,0,1,1,0,4,0,0,0,27,0,26
393,12/1944,0,0,0,111,0,1,15,43,11,88,35,2,0,10,8,0,1294,9,85,47,1,0,0,0,23,1,0,0,2,18,0,0,5,299,167,0,12,2,30,23,0,0,4,15,0,10,104,2,68,0,0,0,1,2,0,1,24,1,0,0,15,12,0,0,2,5,2,6,8,33,106,5,0,5,12,10,23,106,1,0,1,1,1,25,3,2,0,12,23,3,0,0,1,0,0,7,0,9,4,0,0,0,20,0,26
394,01/1945,0,0,1,129,0,5,15,51,9,89,49,1,0,21,7,0,1187,5,79,51,9,0,0,0,31,7,0,0,2,10,1,0,4,346,56,3,14,0,19,25,0,0,4,10,1,4,66,8,59,0,0,0,1,2,0,4,61,1,1,0,11,10,2,0,1,15,0,13,4,41,141,6,0,12,18,9,42,133,2,0,0,0,7,9,0,0,0,11,41,6,0,0,3,0,4,16,2,0,7,0,0,0,28,1,25
395,02/1945,0,0,2,182,0,1,20,45,17,45,19,2,0,12,8,1,1155,2,48,41,0,0,0,0,15,8,0,0,1,18,4,0,4,445,40,1,10,0,14,31,0,2,1,17,0,2,94,6,78,0,0,0,1,6,3,2,12,1,0,0,12,10,2,0,1,13,4,5,3,29,122,8,0,10,13,8,28,161,0,1,1,3,5,4,0,2,0,18,33,21,0,0,1,0,2,19,1,1,5,0,0,0,20,3,24
396,03/1945,0,0,0,160,0,3,22,28,28,38,46,2,0,29,12,0,1375,12,78,45,0,0,0,0,20,4,0,0,3,18,1,0,15,526,24,1,2,0,30,43,1,1,1,27,2,3,74,10,92,0,0,0,1,10,0,9,14,0,0,0,17,12,1,0,1,2,2,7,7,53,139,7,0,0,14,30,31,153,0,0,1,0,3,8,0,0,0,12,36,11,0,0,2,0,3,15,2,1,4,0,1,0,34,1,27
397,04/1945,0,0,2,147,2,0,10,30,24,50,37,1,0,14,6,0,1494,10,104,40,8,0,0,0,24,12,0,0,0,18,1,0,9,368,11,9,8,3,14,31,0,0,3,16,3,5,83,3,150,0,0,0,0,3,0,4,29,4,1,0,24,15,0,0,1,16,0,8,5,49,101,10,0,7,21,14,19,154,2,0,0,3,1,2,0,0,0,19,57,17,0,0,1,0,4,6,3,6,2,0,0,0,27,0,25
398,05/1945,0,0,5,212,0,1,19,11,32,32,21,2,0,8,11,0,1594,2,72,22,4,0,0,4,8,35,0,0,2,33,0,0,5,412,17,3,7,1,11,46,0,1,14,15,3,2,73,4,205,0,0,0,0,34,1,4,98,1,2,0,44,6,1,0,9,10,1,10,6,28,131,3,0,0,28,11,36,211,1,0,1,0,9,2,0,0,0,12,23,66,0,0,0,0,1,11,1,1,1,0,0,0,31,0,27
399,06/1945,0,0,2,217,0,2,24,28,23,80,12,2,0,18,10,0,1714,15,99,46,3,0,0,5,11,9,0,0,0,32,4,0,3,636,18,17,20,1,2,27,0,8,2,24,1,1,58,5,162,0,0,0,1,80,1,7,23,2,2,0,38,6,10,0,8,10,1,9,11,38,115,0,0,3,18,24,23,190,2,0,1,0,3,2,1,0,0,24,24,141,0,0,0,0,7,31,4,4,1,0,0,0,16,4,26
400,07/1945,0,0,4,166,0,0,25,65,17,114,21,1,0,15,5,0,1207,12,130,46,2,0,0,2,21,11,0,0,2,33,0,0,6,591,30,2,0,0,3,34,0,8,6,26,5,1,44,3,211,0,0,0,0,9,1,7,9,1,13,0,11,9,8,0,8,4,1,6,12,27,83,2,0,8,27,16,30,181,1,0,0,1,10,0,1,2,0,18,39,22,0,0,3,0,4,17,3,0,1,0,0,0,34,4,26
401,08/1945,1,0,3,165,0,0,36,34,39,88,40,3,0,31,38,0,1438,38,203,54,32,0,0,0,2,2,0,0,0,30,4,0,11,587,36,3,14,2,25,25,0,2,6,6,3,1,67,5,387,1,0,0,0,5,0,4,38,0,1,0,32,16,3,0,6,24,1,22,11,26,138,7,0,19,17,36,42,203,4,0,0,0,10,0,0,1,0,9,51,10,0,0,5,0,7,9,1,2,5,0,0,0,22,1,27
402,09/1945,0,0,7,135,0,3,31,32,16,46,4,0,0,31,16,0,1352,7,97,61,13,0,0,1,2,18,0,0,0,33,3,0,7,399,33,5,6,1,43,38,1,2,7,11,1,5,53,6,239,0,0,0,0,1,1,4,35,0,0,0,25,14,1,0,1,11,0,9,5,15,86,7,0,1,13,28,42,178,9,2,0,0,39,1,1,3,0,16,42,10,0,0,0,0,3,8,0,4,6,0,0,0,38,2,25
403,10/1945,0,0,0,132,0,0,39,33,15,51,7,3,0,23,14,0,1491,38,102,85,15,0,0,2,11,12,0,0,2,32,3,0,11,525,27,1,2,3,11,25,19,1,4,19,2,12,41,7,211,0,0,0,0,6,0,7,61,1,0,0,34,3,1,0,6,52,1,16,9,23,75,13,0,4,13,16,28,190,0,0,0,3,2,1,0,1,0,17,46,11,0,0,1,0,3,7,1,5,22,0,0,0,11,2,27
404,11/1945,1,0,1,114,0,4,11,32,20,31,4,1,0,21,14,0,1388,15,124,61,9,0,0,1,11,11,0,0,0,15,3,0,13,391,30,1,7,0,9,26,19,1,37,13,0,7,53,4,97,0,0,0,0,3,1,4,36,0,0,0,7,11,1,0,2,47,1,6,13,24,65,3,0,0,14,15,22,206,0,0,0,1,1,8,0,3,0,7,48,10,0,0,0,0,3,13,1,5,5,0,0,0,23,1,26
405,12/1945,0,0,1,119,0,1,9,27,16,45,2,1,0,28,16,0,1271,10,143,29,26,0,0,2,34,4,0,0,0,57,0,0,4,350,9,0,9,1,11,20,18,2,35,20,2,9,45,4,166,0,0,0,0,4,1,1,32,0,0,0,23,15,0,0,11,26,1,16,11,33,43,4,0,2,23,12,48,174,1,0,0,1,4,4,0,0,0,8,20,7,0,0,0,0,5,19,6,2,6,0,0,0,13,0,26
406,01/1946,0,0,0,96,0,4,45,31,20,40,7,8,0,36,9,0,1510,14,81,46,12,0,0,3,43,8,0,0,0,44,3,0,5,435,44,1,16,1,12,23,13,1,38,13,0,8,28,3,62,0,0,0,0,8,0,0,45,3,1,0,28,14,0,0,10,91,1,12,18,16,88,10,0,2,10,11,43,157,4,0,0,2,3,1,0,1,0,10,41,8,0,0,0,0,22,6,9,5,7,0,1,0,30,1,25
407,02/1946,0,0,0,105,0,0,31,17,19,45,0,3,0,55,7,0,1283,24,102,32,5,0,0,0,20,11,0,0,0,43,2,0,5,338,61,4,7,6,19,28,17,4,4,12,1,7,29,14,49,0,0,0,0,18,0,4,54,0,3,0,10,2,4,7,13,9,3,12,11,20,47,11,0,0,4,15,29,236,7,0,3,1,1,0,0,9,0,7,16,17,0,0,0,0,5,7,8,5,5,0,0,0,13,3,24
408,03/1946,1,0,8,86,0,2,19,35,21,36,2,2,0,18,8,6,1528,17,63,44,3,0,0,0,32,4,0,0,3,40,3,0,8,361,15,0,0,4,9,31,4,4,91,19,2,9,34,1,34,0,0,0,0,4,0,13,25,5,1,0,7,5,1,2,3,15,0,11,13,8,99,14,0,7,14,10,29,324,3,0,3,0,2,2,0,4,0,18,49,5,0,0,0,0,4,51,11,0,11,0,0,0,15,5,26
409,04/1946,1,0,2,61,0,5,25,57,10,36,1,5,0,28,9,2,1426,8,62,35,1,0,0,0,13,8,0,0,0,66,2,0,8,444,36,1,10,2,5,34,7,0,40,17,3,1,35,5,39,0,0,0,3,4,1,2,73,0,1,0,10,12,1,0,3,9,0,12,8,14,63,8,0,1,9,10,40,152,3,0,0,0,4,1,0,1,0,12,44,7,0,0,1,0,2,12,2,3,7,1,0,0,18,1,26
410,05/1946,2,0,2,73,0,2,16,30,13,38,0,4,0,32,16,0,1629,9,66,62,1,0,0,2,15,10,0,0,2,46,3,0,3,376,12,2,6,1,16,39,0,0,25,38,9,8,66,9,36,0,0,0,0,3,3,1,35,0,2,0,5,11,1,13,3,47,1,13,26,8,52,6,0,2,13,19,35,125,0,0,0,0,1,0,3,0,0,12,31,5,0,0,0,0,1,1,0,1,14,0,0,0,31,0,27
411,06/1946,7,0,6,83,0,1,16,20,23,44,1,2,0,22,25,0,1576,12,30,98,1,0,0,1,10,1,0,0,0,34,1,0,4,412,30,1,9,1,19,19,0,0,11,59,1,4,74,2,21,0,0,0,0,1,2,0,50,0,0,0,3,5,1,0,5,26,0,4,9,6,66,14,0,3,11,20,21,145,5,0,0,1,0,1,1,0,0,5,54,6,0,0,0,0,1,12,2,1,3,0,0,0,45,5,25
412,07/1946,1,0,1,83,1,3,21,52,29,46,1,14,0,24,27,1,1497,8,130,77,2,0,0,1,6,4,0,0,1,20,0,0,30,359,24,0,7,1,52,21,0,0,5,35,3,5,58,3,33,0,0,0,1,2,0,4,38,3,1,1,10,7,0,0,8,124,1,8,8,15,48,11,0,4,15,20,43,248,23,0,0,0,0,1,0,0,0,16,25,3,0,0,0,0,0,5,5,1,3,0,0,0,64,1,27
413,08/1946,3,0,15,93,0,1,12,35,21,47,0,2,0,38,31,0,1693,11,68,58,7,0,0,0,18,19,0,0,0,17,1,0,14,410,89,4,6,5,42,29,0,0,19,6,7,7,71,2,35,0,0,0,3,2,0,14,34,6,3,1,17,24,0,2,4,122,0,13,14,3,66,48,0,4,20,30,32,172,6,0,0,2,1,3,2,0,0,22,39,5,0,0,0,0,2,18,5,1,8,0,0,0,107,0,27
414,09/1946,1,0,1,85,0,5,14,48,12,63,2,2,0,39,31,0,1428,5,108,57,1,0,0,9,18,16,0,0,0,109,1,0,14,415,135,0,12,0,25,37,9,5,7,14,3,5,44,5,45,0,0,0,2,14,2,8,34,10,3,0,7,10,0,9,6,68,0,17,9,11,48,26,1,0,28,28,36,179,4,0,0,1,3,4,2,1,0,18,35,18,0,0,0,0,4,17,8,1,3,0,2,0,98,0,25
415,10/1946,2,0,6,97,0,3,30,34,11,39,4,1,0,35,30,0,1649,16,143,45,6,0,0,10,53,7,0,0,0,28,1,0,15,356,76,2,5,4,14,26,8,0,8,11,2,5,31,6,27,0,0,1,1,5,0,1,22,0,1,0,14,10,0,0,6,41,2,11,12,19,59,11,0,2,24,14,32,231,3,0,0,0,0,1,0,8,0,12,53,4,0,0,0,0,0,41,2,3,5,0,0,0,127,3,27
416,11/1946,1,0,16,62,0,3,17,36,15,44,0,3,0,26,18,0,1394,23,81,43,0,0,0,5,15,6,0,0,0,28,0,0,6,343,59,4,15,0,11,19,5,1,6,11,1,4,50,2,34,0,0,0,1,12,0,7,35,1,0,0,13,23,0,0,3,49,1,4,18,7,61,12,0,1,3,29,37,184,4,0,1,0,7,1,0,6,0,19,42,9,0,0,0,0,10,6,3,5,6,2,0,0,75,3,26
417,12/1946,0,0,7,55,0,0,11,28,17,32,18,1,0,23,39,1,1565,9,85,49,1,0,0,4,7,9,0,0,0,66,0,0,7,426,71,17,1,1,12,38,0,2,13,15,0,10,43,4,20,0,0,0,0,1,0,3,44,1,4,0,22,8,2,1,11,35,1,4,12,12,40,8,0,8,13,9,18,152,3,0,0,0,3,0,0,2,0,20,75,8,0,0,0,0,1,9,4,4,3,0,0,0,72,2,26
418,01/1947,0,0,6,89,0,3,26,22,33,31,26,2,0,25,24,0,1563,8,112,74,6,0,0,2,8,15,0,0,0,86,1,0,10,347,40,2,3,3,15,22,3,1,6,12,2,11,38,2,45,0,0,0,1,3,0,4,32,1,18,1,12,13,2,0,5,53,1,5,30,9,65,7,0,12,12,15,27,97,4,0,0,4,1,2,0,3,0,28,57,5,0,0,0,0,0,8,1,2,4,0,0,0,39,0,25
419,02/1947,0,0,3,73,0,0,8,20,37,42,3,5,0,41,15,0,1460,5,82,51,7,0,0,3,27,15,0,0,0,19,0,0,11,381,24,0,6,1,23,20,0,9,2,17,1,5,57,2,35,0,0,0,0,5,1,1,12,1,3,0,19,6,11,0,3,78,2,16,14,0,38,9,0,12,15,12,15,116,0,0,1,2,2,3,0,1,0,43,54,7,0,0,0,0,6,13,3,1,2,0,0,0,38,2,24
420,03/1947,0,0,4,143,0,5,11,31,33,30,5,10,0,57,18,0,1600,9,90,37,8,0,0,1,3,12,0,0,0,16,0,0,5,411,101,0,3,0,26,43,0,0,7,34,4,5,41,0,41,0,0,0,0,3,1,2,27,3,0,0,18,8,10,1,17,46,27,11,3,5,42,4,0,4,10,25,30,205,0,0,0,4,1,2,1,3,0,45,74,4,0,0,0,0,3,65,1,5,3,0,0,0,55,1,26
421,04/1947,0,0,0,84,0,2,2,17,48,26,1,0,1,47,11,0,1300,6,53,82,17,0,0,1,1,21,0,0,0,18,0,0,7,350,90,1,2,0,9,31,0,2,5,3,2,5,31,0,23,0,0,0,1,6,0,3,20,0,0,0,5,11,1,2,3,81,3,9,4,1,42,3,0,0,17,12,33,124,0,0,0,2,1,1,0,0,0,31,56,8,0,0,0,0,0,35,5,0,9,0,0,0,42,1,26
422,05/1947,1,0,1,87,0,6,30,54,19,57,4,11,0,61,13,0,1811,13,84,56,11,0,0,1,23,5,0,0,2,110,1,0,4,462,79,3,5,2,36,69,7,5,17,18,2,5,80,0,32,0,0,0,0,9,0,5,25,1,6,0,14,15,8,5,6,123,2,14,23,13,59,15,0,4,26,15,27,116,5,1,0,0,2,1,0,4,0,36,78,8,0,0,0,0,0,39,6,3,6,0,0,0,42,1,27
423,06/1947,0,0,10,65,0,4,17,19,26,45,1,3,0,42,25,6,1499,5,45,19,7,0,0,2,17,3,0,0,1,17,2,0,1,388,27,1,6,3,76,63,1,2,12,11,1,4,40,3,20,0,0,0,0,6,0,5,23,1,4,0,8,6,2,15,15,19,4,10,22,5,24,7,0,4,6,12,6,118,6,0,1,1,0,2,0,1,0,18,39,9,0,0,0,0,2,13,1,7,7,0,0,0,19,2,25
424,07/1947,0,0,3,119,0,4,39,58,27,64,9,0,0,27,16,0,1285,8,59,55,9,0,0,0,12,20,1,0,0,28,2,0,22,500,121,1,6,0,38,67,41,5,8,27,6,2,80,3,56,0,0,0,1,7,3,24,28,0,2,0,24,11,9,11,10,88,0,25,10,11,62,17,0,3,38,20,33,139,1,0,0,1,0,2,0,11,0,38,63,11,0,0,0,0,2,17,1,0,6,0,14,0,26,4,27
425,08/1947,1,0,7,86,0,3,44,142,40,81,12,2,0,73,39,1,1419,21,94,54,7,0,0,0,15,28,1,0,1,25,2,0,11,570,89,0,8,4,27,148,167,0,6,13,3,4,98,6,63,0,0,0,1,6,1,11,27,1,5,1,37,13,0,64,9,91,39,36,18,18,50,20,0,7,47,15,70,167,0,0,0,0,2,2,1,63,0,37,98,22,0,0,0,0,3,16,3,6,10,0,4,0,25,1,26
426,09/1947,0,0,2,80,2,5,26,59,16,64,0,1,0,64,24,0,1480,22,51,66,9,0,0,1,16,29,0,0,4,48,1,0,11,396,65,9,18,3,23,70,76,3,11,29,0,3,51,7,29,0,0,0,0,4,1,10,19,5,4,1,25,9,6,25,5,138,2,19,5,13,41,25,0,6,29,19,36,125,8,0,1,0,4,2,2,14,0,33,48,10,0,0,0,0,1,25,2,3,7,0,3,0,30,2,26
427,10/1947,3,0,6,49,0,4,26,32,16,53,9,3,0,66,24,3,1487,53,84,57,24,0,0,0,19,20,0,0,1,63,4,0,7,484,54,0,19,4,26,51,7,2,2,30,2,3,77,2,23,2,0,0,1,12,21,17,29,0,3,0,26,12,2,12,3,123,0,12,3,5,74,12,0,9,32,30,32,123,4,0,0,0,1,4,6,2,0,33,46,13,0,0,0,0,6,11,14,3,4,0,0,0,28,9,27
428,11/1947,4,0,3,74,0,3,43,34,38,62,6,7,0,45,11,0,1265,45,80,33,35,0,0,1,32,24,0,0,0,41,1,0,7,565,39,6,23,3,22,79,6,1,13,14,6,8,98,7,37,0,0,0,0,12,0,10,24,1,3,0,39,15,0,27,6,66,2,31,14,19,87,13,0,10,33,10,51,118,7,0,0,1,1,4,0,1,0,26,73,6,0,0,0,0,4,10,13,9,3,0,2,0,21,8,25
429,12/1947,3,0,6,116,0,5,15,37,24,28,6,4,0,25,17,2,1267,13,70,49,2,0,0,0,11,13,0,0,0,40,4,0,8,513,65,3,3,2,10,42,6,1,8,9,1,10,116,1,31,0,0,0,0,7,5,8,16,2,2,0,9,10,1,16,35,183,2,9,5,4,22,11,0,0,7,28,39,146,1,0,0,0,1,0,3,2,0,27,65,8,0,0,0,0,2,17,1,3,3,0,0,0,21,0,27
430,01/1948,2,0,3,76,0,2,61,22,29,41,13,24,0,41,7,0,1131,25,73,42,31,0,0,1,21,11,0,0,0,18,5,0,7,350,54,2,1,0,19,61,5,3,7,12,0,8,81,10,56,0,0,0,0,1,1,16,30,1,0,0,7,7,0,31,7,85,2,16,11,14,45,6,0,3,13,16,29,107,0,0,1,1,7,1,1,0,0,17,80,11,0,0,0,0,0,26,5,8,10,5,2,0,25,3,25
431,02/1948,2,0,7,99,0,6,74,28,24,42,8,5,0,11,9,0,1109,35,42,33,19,0,0,2,18,16,0,0,1,31,0,0,5,464,29,10,3,8,21,40,8,3,16,38,4,7,80,4,41,0,0,0,2,5,3,5,20,0,2,0,18,10,0,18,2,84,1,9,6,7,54,8,0,2,58,21,32,112,2,0,0,1,3,2,3,1,0,26,74,7,0,0,0,0,5,16,3,2,7,0,4,0,16,6,24
432,03/1948,0,0,3,129,0,9,49,29,24,48,7,7,0,37,14,0,1354,59,96,54,15,0,0,0,13,33,0,0,0,31,0,0,61,444,40,22,21,15,17,23,16,2,7,44,8,9,95,2,38,0,0,0,0,2,2,3,29,0,2,0,24,2,1,5,6,54,11,21,15,6,78,10,0,3,99,25,28,148,1,0,0,0,2,8,3,7,0,38,52,6,0,0,0,0,0,20,0,7,3,0,0,0,19,7,27
433,04/1948,1,0,4,116,0,10,60,32,25,68,13,4,0,54,4,1,1267,21,51,62,15,0,0,0,18,32,0,0,4,30,9,0,16,436,17,6,6,4,11,24,2,7,14,18,5,8,135,0,42,0,0,1,2,10,1,3,22,6,7,0,29,9,1,9,14,89,9,7,9,8,32,11,0,0,37,14,33,151,3,0,0,0,4,3,2,1,0,27,37,20,0,0,0,0,1,8,2,7,4,0,0,0,18,2,26
434,05/1948,1,0,6,63,0,13,27,40,12,48,12,0,0,21,3,0,1214,18,59,53,22,0,0,0,8,17,0,0,0,26,17,0,12,378,28,2,6,1,17,20,6,8,11,20,0,62,97,2,42,1,0,0,0,13,1,10,17,2,3,0,18,13,4,6,20,142,1,15,4,3,14,10,0,5,28,10,32,149,1,0,2,2,1,4,0,0,0,27,74,22,0,0,1,0,3,3,6,1,7,0,0,0,28,1,26
435,06/1948,0,0,2,107,2,8,40,41,13,53,16,5,0,64,11,0,1393,15,83,120,3,0,0,0,13,32,0,0,1,12,14,0,4,434,38,0,2,0,24,27,1,1,4,22,5,35,54,14,30,0,0,0,0,1,2,5,24,0,0,0,26,3,2,11,9,53,8,12,6,3,25,5,0,7,29,21,24,68,1,0,6,0,12,0,0,3,0,32,56,6,0,0,0,0,1,11,7,7,3,0,0,0,33,0,26
436,07/1948,1,0,0,99,0,6,41,43,16,51,7,1,0,23,7,1,1209,7,124,57,10,0,0,4,12,28,0,0,1,28,4,0,9,443,28,2,0,1,19,33,4,10,12,12,5,47,90,4,48,2,0,0,1,6,0,10,26,0,0,0,30,7,1,2,27,76,2,9,14,9,16,10,0,1,26,7,45,117,0,0,0,0,14,0,1,0,0,30,89,20,0,0,1,0,1,18,5,2,3,2,0,0,45,3,27
437,08/1948,11,0,7,125,0,0,32,86,31,76,8,2,0,47,7,2,1396,28,120,75,9,0,0,1,19,37,0,0,0,21,5,0,38,454,27,1,2,1,33,59,3,2,21,39,4,34,80,17,35,1,0,0,2,5,12,20,27,2,0,0,38,39,1,25,16,41,6,17,20,7,31,8,0,8,34,15,56,155,2,0,0,6,7,2,6,2,0,60,56,5,0,0,0,0,2,15,12,5,5,0,0,0,48,3,26
438,09/1948,0,0,0,114,0,20,30,58,16,60,10,3,0,21,13,0,1363,22,83,71,21,0,0,1,17,58,0,0,0,22,1,0,6,475,32,0,13,2,10,57,8,3,5,107,8,35,47,3,16,0,0,2,0,2,6,4,30,1,2,0,25,29,5,23,12,51,4,22,3,6,35,13,0,6,23,6,59,86,8,0,0,2,4,0,5,1,0,28,64,8,0,0,0,0,1,8,4,2,4,0,2,0,28,0,26
439,10/1948,3,0,2,79,0,2,27,38,15,55,6,17,0,20,5,0,1462,36,111,52,13,0,0,0,19,29,0,0,0,29,1,0,8,591,17,0,5,0,13,43,4,2,13,28,3,40,41,9,25,0,0,0,0,5,0,13,15,0,3,0,26,6,8,12,13,39,6,9,16,3,23,17,0,5,19,12,48,163,4,0,0,0,2,1,0,0,0,40,72,7,0,0,0,0,0,13,6,3,6,0,4,0,4,3,26
440,11/1948,2,0,2,66,0,1,26,41,7,75,4,0,0,30,6,2,1325,15,183,49,20,0,0,0,6,26,0,0,0,29,2,0,3,391,31,1,8,3,7,35,5,4,17,44,2,20,44,16,57,0,0,0,1,5,0,6,24,0,1,0,25,10,4,10,2,47,6,7,9,14,37,5,0,4,23,9,52,105,1,0,0,0,0,0,0,3,0,39,52,4,0,0,0,0,0,9,4,4,8,0,0,0,18,0,26
441,12/1948,1,0,12,78,0,2,30,48,21,58,7,4,0,32,7,0,1420,8,143,73,13,0,0,0,6,14,0,0,0,43,0,0,4,379,25,1,7,2,46,60,39,3,7,28,3,38,61,8,38,0,0,0,0,9,0,6,25,1,14,0,25,18,0,11,5,57,0,4,7,13,14,9,0,2,26,12,28,120,0,0,3,0,3,0,0,0,0,39,57,6,0,0,0,0,7,10,4,4,7,1,0,0,17,6,27
442,01/1949,3,0,4,78,0,3,17,53,10,59,10,1,0,14,2,4,1194,5,84,43,14,0,0,0,18,26,0,0,0,29,3,0,2,295,17,0,4,1,72,46,39,5,8,61,5,49,54,12,27,1,0,0,0,8,5,10,15,0,0,0,38,16,0,17,0,43,5,5,13,5,28,10,0,1,21,18,37,91,1,0,1,0,0,1,2,1,0,34,59,3,0,0,0,0,1,9,3,9,3,18,0,0,10,1,25
443,02/1949,2,0,2,68,0,5,29,39,34,51,6,5,0,22,15,0,1374,17,72,40,7,0,0,0,23,25,0,0,1,36,2,0,31,314,25,1,7,0,120,44,16,3,7,62,3,49,58,5,38,2,0,0,0,6,0,5,34,0,0,0,49,19,1,20,4,16,2,9,10,5,26,11,0,1,34,9,58,163,2,0,0,0,1,2,0,5,0,58,60,6,0,0,0,0,4,12,11,4,5,2,0,0,19,0,24
444,03/1949,0,0,8,57,0,3,19,53,11,58,15,3,0,20,12,2,1455,14,67,35,12,0,0,1,15,46,0,0,1,33,5,0,8,406,15,1,6,1,45,57,9,4,15,46,9,29,75,11,23,2,0,0,0,9,0,4,23,1,0,0,41,12,1,10,4,32,2,13,5,7,27,18,0,0,28,9,54,184,0,0,0,0,3,0,0,0,0,47,48,8,0,0,0,0,0,6,4,2,9,0,0,0,18,2,27
